timestamp,sender,transaction_type,amount,merchant,category,message,user_email
2026-03-08 16:26:49,JK-620040-P,debit,899,Other,Other,Thank you for choosing Jio! You're all set with high-speed data. But why stop there? Upgrade to our Rs. 899 Quarterly Plan and enjoy Unlimited 5G Data with 84 days validity for greater value. Recharge now and queue it for uninterrupted connectivity. Click www.jio.com/r/TLBAMXkxU,unknown
2026-03-07 18:35:12,JT-JIOPAY-S,debit,349,Other,Other,"Your plan Rs 349_28D_2GB/D for Jio Number 6381864181 has expired on 07-Mar-26 18:29 Hrs. You have already recharged with Rs 349_28D_2GB/D plan, which will automatically get activated to ensure uninterrupted Jio services. 
To view your current and upcoming plan details, click http://tiny.jio.com/dmyjioplans
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",unknown
2026-03-07 08:57:40,JG-JioPay-S,debit,349,Other,Other,"Your recharged plan Rs 349_28D_2GB/D for Jio Number 6381864181 is currently in queue as you already have an active plan. 
Your recharged plan will automatically get activated after expiry of your current plan. 
You can also activate your queued plan by dialing 19914 or by clicking http://tiny.jio.com/dmyjioplans",unknown
2026-03-07 08:41:58,JT-JioPay-S,debit,349,Other,Other,"ALERT!
100% of available Data exhausted as on 07-Mar-26 08:41 !
Jio Number : 6381864181 
Plan Name : Rs 349_28D_2GB/D 
If you do not have other data plan then your internet speed will now be reduced.
To explore and recharge with data packs, click : http://tiny.jio.com/dbuydatapack
To know about your data usage, click : http://tiny1.jio.com/HelpfulTips",unknown
2026-03-07 08:35:19,JT-JioPay-S,debit,349,Other,Other,"ATTENTION!
90% of available data used as on 07-Mar-26 08:35 !
Jio Number : 6381864181
Total Data quota as per plan : 2 GB
Balance Data quota : 111.02 MB
Plan Name : Rs 349_28D_2GB/D
Plan Validity : 07-Mar-26 18:29
If you do not have additional data plan then your internet speed will be reduced once 100% of data quota is used.
To explore and recharge with data packs, click : http://tiny.jio.com/dbuydatapack
For data saving tips, watch this video : http://tiny.jio.com/ydatausageen",unknown
2026-03-06 18:40:09,JT-JIOPAY-S,debit,349,Other,Other,"Current Recharge plan Expiring on 07-Mar-26 18:29 Hrs !
Plan Name : Rs 349_28D_2GB/D
Jio Number : 6381864181
Recharge using MyJio and enjoy zero convenience charges on all recharges.
To recharge - http://tiny.jio.com/dmyjiorchgpl",unknown
2026-02-08 15:24:06,JK-620040-P,debit,899,Other,Other,Thank you for choosing Jio! You're all set with high-speed data. But why stop there? Upgrade to our Rs. 899 Quarterly Plan and enjoy Unlimited 5G Data with 84 days validity for greater value. Recharge now and queue it for uninterrupted connectivity. Click www.jio.com/r/TyZB8mJzy,unknown
2026-02-07 18:29:24,JG-JIOSVC-S,debit,35100,Other,Other,"Congratulations!
Your recent recharge has unlocked a FREE 18-month Google Gemini Pro plan worth Rs.35,100. Enjoy 2000 GB cloud storage at no extra cost.
Activate your offer now: https://tiny.jio.com/loginrecharge
T&C apply.",unknown
2026-02-06 18:00:26,JT-JIOPAY-S,debit,299,Other,Other,"Recharge plan Expired on 06-Feb-26 17:48 Hrs !
Plan Name : Rs 299_28D_1.5GB/D
Jio Number : 6381864181
Recharge using MyJio and enjoy zero convenience charges on all recharges.
To recharge - http://tiny.jio.com/dmyjiorchgpl",unknown
2026-02-06 08:33:10,JT-JioPay-S,debit,299,Other,Other,"ALERT!
100% of available Data exhausted as on 06-Feb-26 08:33 !
Jio Number : 6381864181 
Plan Name : Rs 299_28D_1.5GB/D 
If you do not have other data plan then your internet speed will now be reduced.
To explore and recharge with data packs, click : http://tiny.jio.com/dbuydatapack
To know about your data usage, click : http://tiny1.jio.com/HelpfulTips",unknown
2026-02-06 07:44:08,JT-JioPay-S,debit,299,Other,Other,"ATTENTION!
90% of available data used as on 06-Feb-26 07:44 !
Jio Number : 6381864181
Total Data quota as per plan : 1.50 GB
Balance Data quota : 126.26 MB
Plan Name : Rs 299_28D_1.5GB/D
Plan Validity : 06-Feb-26 17:48
If you do not have additional data plan then your internet speed will be reduced once 100% of data quota is used.
To explore and recharge with data packs, click : http://tiny.jio.com/dbuydatapack
For data saving tips, watch this video : http://tiny.jio.com/ydatausageen",unknown
2026-02-05 17:53:34,JT-JIOPAY-S,debit,299,Other,Other,"Current Recharge plan Expiring on 06-Feb-26 17:48 Hrs !
Plan Name : Rs 299_28D_1.5GB/D
Jio Number : 6381864181
Recharge using MyJio and enjoy zero convenience charges on all recharges.
To recharge - http://tiny.jio.com/dmyjiorchgpl",unknown
2026-01-23 20:02:39,VK-YESBNK-S,credit,20,Other,Other,"INR 20.00 credited to YES BANK Ac X1481 on 23JAN26 20:02. UPI:602350853896/From:varshaelangovan79@okaxis. Bal INR 1,785.92.",unknown
2026-01-22 13:20:01,TX-YESBNK-S,debit,50,Paytm,Other,"YES BANK Ac X1481 debited for INR 50.00 on 22JAN26 13:19. UPI:117555492827/To:paytm.s16tgf2@pty. Bal INR 1,765.92. Not U? SMS BLKMB <CustID> to 9840909000",unknown
2026-01-15 12:52:40,VM-YESBNK-S,debit,1000,Other,Other,"YES BANK Ac X1481 debited for INR 1,000.00 on 15JAN26 12:47. UPI:117219348255/To:jayamurugesan41@okhdfcbank. Bal INR 2,247.82. Not U? SMS BLKMB <CustID> to 9840909000",unknown
2026-01-15 12:05:03,VM-YESBNK-S,debit,160,Other,Other,"YES BANK Ac X1481 debited for INR 160.00 on 15JAN26 11:59. UPI:117217035363/To:q412218592@ybl. Bal INR 3,247.82. Not U? SMS BLKMB <CustID> to 9840909000",unknown
2026-01-12 17:17:55,JK-620040-P,debit,349,Other,Other,Thank you for staying with Jio! Your 5G phone is ready for ultra-fast speeds. Upgrade to our Rs. 349 plan and unlock Unlimited 5G Data. Recharge now and queue it for a seamless transition to Jio True5G. Click www.jio.com/r/TmIvtuG4U,unknown
2026-01-11 11:07:00,JD-JIOCPN-P,debit,1,Other,Other,"Dear User,

You’ve earned Free Kotak 811 Credit Card & 3 months OTTplay at just ₹1! on Jio Recharge. Claim now: https://t.jio/JIOCPN/Ercx49 T&C*

JioCoupons",unknown
2026-01-10 16:11:46,JD-620016-P,debit,899,Google Pay,Entertainment,"Recharge now Jio no. 9159377012 with Rs.899 plan & enjoy Special benefits:Free Pro Google Gemini worth Rs.35100 + JioHotstar+ Unlimited 5G data + 2 GB/day & 20GB , Unlimited Voice, 90 Days. Use Google Pay app & stay connected. T&CA. https://gpay.app.goo.gl/8XWn2u",unknown
2026-01-09 15:54:52,JK-620016-P,debit,899,Google Pay,Entertainment,"Recharge now Jio no. 9159377012 with Rs.899 plan & enjoy Special benefits:Free Pro Google Gemini worth Rs.35100 + JioHotstar+ Unlimited 5G data + 2 GB/day & 20GB , Unlimited Voice, 90 Days. Use Google Pay app & stay connected. T&CA. https://gpay.app.goo.gl/8XWn2u",unknown
2026-01-03 17:43:18,JK-620016-P,debit,899,Google Pay,Entertainment,"Recharge now Jio no. 9159377012 with Rs.899 plan & enjoy Special benefits:Free Pro Google Gemini worth Rs.35100 + JioHotstar+ Unlimited 5G data + 2 GB/day & 20GB , Unlimited Voice, 90 Days. Use Google Pay app & stay connected. T&CA. https://gpay.app.goo.gl/8XWn2u",unknown
2026-01-01 18:07:22,JD-620016-P,debit,899,Google Pay,Entertainment,"Recharge now Jio no. 9159377012 with Rs.899 plan & enjoy Special benefits:Free Pro Google Gemini worth Rs.35100 + JioHotstar+ Unlimited 5G data + 2 GB/day & 20GB , Unlimited Voice, 90 Days. Use Google Pay app & stay connected. T&CA. https://gpay.app.goo.gl/8XWn2u",unknown
2025-12-31 15:54:06,JD-620016-P,debit,899,Google Pay,Entertainment,"Recharge now Jio no. 9159377012 with Rs. 899 plan & enjoy Special benefits:Free Pro Google Gemini worth Rs.35100 + 1% extra on Jio Gold + JioHotstar+ Unlimited 5G data + 2 GB/day & 20GB , Unlimited Voice, 90 Days. Use Google Pay app & stay connected. T&CA. https://gpay.app.goo.gl/8XWn2u",unknown
2025-12-25 09:26:04,JM-YESBNK-S,debit,200,Other,Other,YES BANK Ac X1481 debited for INR 200.00 on 25DEC25 09:25. UPI:116146019255/To:barani.jayamurugesan@oksbi. Bal INR 333.06. Not U? SMS BLKMB <CustID> to 9840909000,unknown
2025-12-16 18:01:45,JK-620040-P,debit,349,Other,Other,Thank you for staying with Jio! Your 5G phone is ready for ultra-fast speeds. Upgrade to our Rs. 349 plan and unlock Unlimited 5G Data. Recharge now and queue it for a seamless transition to Jio True5G. Click www.jio.com/r/Tan9iDugs,unknown
2025-12-11 16:34:27,JD-620016-P,debit,899,Google Pay,Entertainment,"Recharge now Jio no. 9159377012 with Rs. 899 plan & enjoy Special benefits:Free Pro Google Gemini worth Rs.35100 + 1% extra on Jio Gold + JioHotstar+ Unlimited 5G data + 2 GB/day & 20GB , Unlimited Voice, 90 Days. Use Google Pay app & stay connected. T&CA. https://gpay.app.goo.gl/8XWn2u",unknown
2025-12-10 15:37:02,JX-620016-P,debit,899,Google Pay,Entertainment,"Recharge now Jio no. 9159377012 with Rs. 899 plan & enjoy Special benefits:Free Pro Google Gemini worth Rs.35100 + 1% extra on Jio Gold + JioHotstar+ Unlimited 5G data + 2 GB/day & 20GB , Unlimited Voice, 90 Days. Use Google Pay app & stay connected. T&CA. https://gpay.app.goo.gl/8XWn2u",unknown
2025-12-03 15:41:04,JK-620016-P,debit,899,Google Pay,Entertainment,"Recharge now Jio no. 9159377012 with Rs. 899 plan & enjoy Special benefits:Free Pro Google Gemini worth Rs.35100 + 1% extra on Jio Gold + JioHotstar+ Unlimited 5G data + 2 GB/day & 20GB , Unlimited Voice, 90 Days. Use Google Pay app & stay connected. T&CA. https://gpay.app.goo.gl/8XWn2u",unknown
2025-12-01 18:21:11,JX-620016-P,debit,899,Google Pay,Entertainment,"Recharge now Jio no. 9159377012 with Rs. 899 plan & enjoy Special benefits:Free Pro Google Gemini worth Rs.35100 + 1% extra on Jio Gold + JioHotstar+ Unlimited 5G data + 2 GB/day & 20GB , Unlimited Voice, 90 Days. Use Google Pay app & stay connected. T&CA. https://gpay.app.goo.gl/8XWn2u",unknown
2025-11-24 21:11:35,CP-YESBNK-S,credit,60,Other,Other,INR 60.00 credited to YES BANK Ac X1481 on 24NOV25 21:06. UPI:532865454780/From:gomathybtechit@okicici. Bal INR 579.16.,unknown
2025-11-16 17:09:53,JD-620040-P,debit,349,Other,Other,Thank you for staying with Jio! Your 5G phone is ready for ultra-fast speeds. Upgrade to our Rs. 349 plan and unlock Unlimited 5G Data. Recharge now and queue it for a seamless transition to Jio True5G. Click www.jio.com/r/SXij17zCk,unknown
2025-11-15 10:13:23,JM-JIOCPN-P,debit,500,Other,Other,"Dear User,

You’ve earned Upto 80% Off + Extra ₹500 off on boat! (CC: JIOFLAT500) on Jio Recharge. Claim now: https://t.jio/JIOCPN/eZUtYK T&C*

JioCoupons",unknown
2025-11-14 14:50:15,JZ-JIOPAY-S,debit,299,Other,Other,"ரீசார்ஜ் திட்டம் 14-Nov-25 14:50 Hrs அன்று முடிவடைந்துவிட்டது !
Jio எண் : 9159377012
திட்டத்தின் பெயர்: Rs 299_28D_1.5GB/D
எந்தவித கூடுதல் கட்டணமும் இல்லாமல் MyJio ஐப் பயன்படுத்தி ரீசார்ஜ் செய்யுங்கள். 
ரீசார்ஜ் செய்ய - https://www.jio.com/dl/recharge_web",unknown
2025-11-13 19:29:29,VM-AXISMR-P,credit,25000,Amazon,Shopping,"Dear Pavithra, We've noticed that you are not receiving salary in your Axis Bank Salary Account XX5408. Update your account details with HR and ensure salary credit of minimum INR 25000. Complete all the 3 milestones to earn Amazon e-vouchers worth up to INR 750*. Know more https://Axbk.in/AXISMR/Ah3yO2fhRrj. Click the link to register and learn more about the offer https://Axbk.in/AXISMR/Ah3TnRl9LJh - *T&C Apply.",unknown
2025-11-13 14:55:52,JZ-JIOPAY-S,debit,299,Other,Other,"தற்போதைய ரீசார்ஜ் திட்டம் 14-Nov-25 14:50 Hrs அன்று முடிவடைகிறது!
Jio எண் : 9159377012
திட்டத்தின் பெயர்: Rs 299_28D_1.5GB/D
எந்தவித கூடுதல் கட்டணமும் இல்லாமல் MyJio ஐப் பயன்படுத்தி ரீசார்ஜ் செய்யுங்கள்.
ரீசார்ஜ் செய்ய - https://www.jio.com/dl/recharge_web",unknown
2025-11-12 16:21:19,JK-620016-P,debit,899,Google Pay,Entertainment,"Recharge now Jio no. 9159377012 with Rs.899 plan & enjoy Jio Special Offer: 2% extra on Jio Gold + JioHotstar. Plan 899 benefits: Unlimited 5G data + 2 GB/day & 20 GB , Unlimited Voice for 90 Days. Use Google Pay app & stay connected. T&CA. https://gpay.app.goo.gl/8XWn2u",unknown
2025-11-11 16:11:34,JM-620016-P,debit,899,Google Pay,Entertainment,"Recharge now Jio no. 9159377012 with Rs.899 plan & enjoy Jio Special Offer: 2% extra on Jio Gold + JioHotstar. Plan 899 benefits: Unlimited 5G data + 2 GB/day & 20 GB , Unlimited Voice for 90 Days. Use Google Pay app & stay connected. T&CA. https://gpay.app.goo.gl/8XWn2u",unknown
2025-11-05 15:46:41,JX-620016-P,debit,899,Google Pay,Entertainment,"Recharge now Jio no. 9159377012 with Rs.899 plan & enjoy Jio Special Offer: 2% extra on Jio Gold + JioHotstar. Plan 899 benefits: Unlimited 5G data + 2 GB/day & 20 GB , Unlimited Voice for 90 Days. Use Google Pay app & stay connected. T&CA. https://gpay.app.goo.gl/8XWn2u",unknown
2025-11-03 15:09:52,JX-620016-P,debit,899,Google Pay,Entertainment,"Recharge now Jio no. 9159377012 with Rs.899 plan & enjoy Jio Special Offer: 2% extra on Jio Gold + JioHotstar. Plan 899 benefits: Unlimited 5G data + 2 GB/day & 20 GB , Unlimited Voice for 90 Days. Use Google Pay app & stay connected. T&CA. https://gpay.app.goo.gl/8XWn2u",unknown
2025-11-01 13:51:45,JK-620016-P,debit,899,Google Pay,Entertainment,"Recharge now Jio no. 9159377012 with Rs.899 plan & enjoy Jio Special Offer: 2% extra on Jio Gold + JioHotstar. Plan 899 benefits: Unlimited 5G data + 2 GB/day & 20 GB , Unlimited Voice for 90 Days. Use Google Pay app & stay connected. T&CA. https://gpay.app.goo.gl/8XWn2u",unknown
2025-10-27 20:14:12,VM-AXISMR-P,credit,25000,Amazon,Shopping,"Dear Pavithra, We've noticed that you are not receiving salary in your Axis Bank Salary Account XX5408. Update your account details with HR and ensure salary credit of minimum INR 25000. Complete all the 3 milestones to earn Amazon e-vouchers worth up to INR 750*. Click the link to register and learn more about the offer https://Axbk.in/AXISMR/AQQAVvqoW7B - *T&C Apply.",unknown
2025-10-22 20:26:02,JX-YESBNK-S,debit,60,Other,Other,YES BANK Ac X1481 debited for INR 60.00 on 22OCT25 20:26. UPI:113054123205/To:q236935363@ybl. Bal INR 803.96. Not U? SMS BLKMB <CustID> to 9840909000,unknown
2025-10-21 18:55:18,JM-YESBNK-S,debit,55,Other,Other,YES BANK Ac X1481 debited for INR 55.00 on 21OCT25 18:55. UPI:113006353033/To:rparameswari2005@okaxis. Bal INR 913.96. Not U? SMS BLKMB <CustID> to 9840909000,unknown
2025-10-20 12:23:50,CP-YESBNK-S,credit,750,Other,Other,"INR 750.00 credited to YES BANK Ac X1481 on 20OCT25 12:08. UPI:529319958531/From:nirmalbalaji@okicici. Bal INR 1,287.96.",unknown
2025-10-18 19:37:30,VA-AXISMR-P,credit,25000,Amazon,Shopping,"Dear Pavithra, We've noticed that you are not receiving salary in your Axis Bank Salary Account XX5408. Update your account details with HR and ensure salary credit of minimum INR 25000. Complete all the 3 milestones to earn Amazon e-vouchers worth up to INR 750*. Click the link to register and learn more about the offer https://Axbk.in/AXISMR/An9KqaZGPS1 - *T&C Apply.",unknown
2025-10-17 15:49:17,JD-620040-P,debit,349,Other,Other,Thank you for staying with Jio! Your 5G phone is ready for ultra-fast speeds. Upgrade to our Rs. 349 plan and unlock Unlimited 5G Data. Recharge now and queue it for a seamless transition to Jio True5G. Click www.jio.com/r/SJ9Fhqs8r,unknown
2025-10-16 10:46:56,JD-JIOCPN-P,debit,345,Other,Other,"Dear User,

You’ve earned Get 16 Luxe Lipsticks at Just ₹345 on Just Herbs(CC-JIOJH40) on Jio Recharge. Claim now: https://t.jio/JIOCPN/louN2K T&C*

JioCoupons",unknown
2025-10-15 14:55:24,JD-620016-P,debit,899,Google Pay,Entertainment,"Recharge now Jio no. 9159377012 with Rs.899 plan & enjoy Jio Special Offer: 2% extra on Jio Gold + JioHotstar. Plan 899 benefits: Unlimited 5G data + 2 GB/day & 20 GB , Unlimited Voice for 90 Days. Use Google Pay app & stay connected. T&CA. https://gpay.app.goo.gl/8XWn2u",unknown
2025-10-14 14:55:52,JM-620016-P,debit,899,Google Pay,Entertainment,"Recharge now Jio no. 9159377012 with Rs.899 plan & enjoy Jio Special Offer: 2% extra on Jio Gold + JioHotstar. Plan 899 benefits: Unlimited 5G data + 2 GB/day & 20 GB , Unlimited Voice for 90 Days. Use Google Pay app & stay connected. T&CA. https://gpay.app.goo.gl/8XWn2u",unknown
2025-10-12 16:42:13,JM-MESHO-S,credit,295,Other,Refund,"Refund for Butterfly crop of Rs.295 is successfully processed to your Original Payment Source.
Meesho",unknown
2025-10-08 15:15:30,JM-620016-P,debit,899,Google Pay,Entertainment,"Recharge now Jio no. 9159377012 with Rs.899 plan & enjoy Jio Special Offer: 2% extra on Jio Gold + JioHotstar. Plan 899 benefits: Unlimited 5G data + 2 GB/day & 20 GB , Unlimited Voice for 90 Days. Use Google Pay app & stay connected. T&CA. https://gpay.app.goo.gl/8XWn2u",unknown
2025-10-06 21:08:03,CP-YESBNK-S,debit,6748,Other,Other,"YES BANK Ac X1481 debited for INR 6,748.00 on 06OCT25 21:02. UPI:112274221467/To:8778803075@ptaxis. Bal INR 4,779.86. Not U? SMS BLKMB <CustID> to 9840909000",unknown
2025-10-06 18:47:22,JD-620016-P,debit,899,Google Pay,Entertainment,"Recharge now Jio no. 9159377012 with Rs.899 plan & enjoy Jio Special Offer: 2% extra on Jio Gold + JioHotstar. Plan 899 benefits: Unlimited 5G data + 2 GB/day & 20 GB , Unlimited Voice for 90 Days. Use Google Pay app & stay connected. T&CA. https://gpay.app.goo.gl/8XWn2u",unknown
2025-10-05 12:01:10,JD-YESBNK-S,credit,500,Other,Other,INR 500.00 credited to YES BANK Ac X1481 on 05OCT25 12:01. UPI:527884300093/From:gomathybtechit@okicici. Bal INR 522.86.,unknown
2025-10-04 16:53:08,JM-620016-P,debit,899,Google Pay,Entertainment,"Recharge now Jio no. 9159377012 with Rs.899 plan & enjoy Celebration Offer: 2% extra on Jio Gold + vouchers worth Rs. 3000 + JioHotstar. Plan 899 benefits: Unlimited 5G data + 2 GB/day & 20 GB , Unlimited Voice for 90 Days. Use Google Pay app & stay connected. T&CA. https://gpay.app.goo.gl/8XWn2u",unknown
2025-10-03 13:29:32,JD-YESBNK-S,debit,10,Paytm,Other,YES BANK Ac X1481 debited for INR 10.00 on 03OCT25 13:29. UPI:112113916068/To:paytm.s16tgf2@pty. Bal INR 112.86. Not U? SMS BLKMB <CustID> to 9840909000,unknown
2025-10-01 20:10:58,BT-AXISMR-P,credit,500,Amazon,Shopping,"Dear Customer, Grab INR 500 Amazon gift + 25% cashback on Airtel bills with AIRTEL AXIS BANK Credit Card. *T&C Apply! Apply now! https://Axbk.in/AXISMR/AD2MLQybnDc",unknown
2025-09-28 10:29:04,JD-YESBNK-S,credit,300,Other,Other,INR 300.00 credited to YES BANK Ac X1481 on 28SEP25 10:28. UPI:563790722090/From:sathyaselvam2101@okicici. Bal INR 845.86.,unknown
2025-09-23 20:12:03,CP-AXISMR-P,credit,500,Amazon,Shopping,"Dear Customer, Grab INR 500 Amazon gift + 25% cashback on Airtel bills with AIRTEL AXIS BANK Credit Card. *T&C Apply! Apply now! https://Axbk.in/AXISMR/XBOk9ogzkpq",unknown
2025-09-23 11:34:48,BT-AXISMR-P,credit,25000,Amazon,Shopping,"Dear Pavithra, We've noticed that you are not receiving salary in your Axis Bank Salary Account XX5408. Update your account details with HR and ensure salary credit of minimum INR 25000. Complete all the 3 milestones to earn Amazon e-vouchers worth up to INR 750*. Click the link to register and learn more about the offer https://Axbk.in/AXISMR/XBPzxTAX7Mq - *T&C Apply.",unknown
2025-09-22 10:39:56,JD-YESBNK-S,debit,10,Paytm,Other,YES BANK Ac X1481 debited for INR 10.00 on 22SEP25 10:39. UPI:111592254976/To:paytmqr28100505010191h3ropqm2jd@paytm. Bal INR 626.86. Not U? SMS BLKMB <CustID> to 9840909000,unknown
2025-09-21 17:06:04,JM-YESBNK-S,debit,400,Other,Other,YES BANK Ac X1481 debited for INR 400.00 on 21SEP25 17:06. UPI:111561700492/To:6369661636@postbank. Bal INR 636.86. Not U? SMS BLKMB <CustID> to 9840909000,unknown
2025-09-20 18:40:50,JD-620040-P,debit,349,Other,Other,Thank you for staying with Jio! Your 5G phone is ready for ultra-fast speeds. Upgrade to our Rs. 349 plan and unlock Unlimited 5G Data. Recharge now and queue it for a seamless transition to Jio True5G. Click www.jio.com/r/SyaRl6G2e,unknown
2025-09-20 06:00:13,VM-YESBNK-S,credit,750,Other,Other,"INR 750.00 credited to YES BANK Ac X1481 on 20SEP25 05:54. UPI:526328015380/From:gomathybtechit@okicici. Bal INR 2,045.86.",unknown
2025-09-19 18:14:31,VA-AXISMR-P,credit,500,Amazon,Shopping,"Dear Customer, Grab INR 500 Amazon gift + 25% cashback on Airtel bills with AIRTEL AXIS BANK Credit Card. *T&C Apply! Apply now! https://Axbk.in/AXISMR/XlScgB3TKep",unknown
2025-09-19 15:08:43,JD-YESBNK-S,debit,122,Other,Other,"YES BANK Ac X1481 debited for INR 122.00 on 19SEP25 15:08. UPI:111463520629/To:sheelathangavel812@okhdfcbank. Bal INR 1,295.86. Not U? SMS BLKMB <CustID> to 9840909000",unknown
2025-09-19 14:50:23,JD-YESBNK-S,debit,300.9,Other,Other,"YES BANK Ac X1481 debited for INR 300.90 on 19SEP25 14:50. UPI:111462779037/To:gpayrecharge@okpayaxis. Bal INR 1,417.86. Not U? SMS BLKMB <CustID> to 9840909000",unknown
2025-09-19 14:19:11,JZ-JIOPAY-S,debit,299,Other,Other,"ரீசார்ஜ் திட்டம் 19-Sep-25 14:19 Hrs அன்று முடிவடைந்துவிட்டது !
Jio எண் : 9159377012
திட்டத்தின் பெயர்: Rs 299_28D_1.5GB/D
எந்தவித கூடுதல் கட்டணமும் இல்லாமல் MyJio ஐப் பயன்படுத்தி ரீசார்ஜ் செய்யுங்கள். 
ரீசார்ஜ் செய்ய - https://www.jio.com/dl/recharge_web",unknown
2025-09-19 13:06:35,JD-620016-P,debit,349,Zomato,Food & Dining,"உங்கள் ஜியோ எண் 9159377012 திட்டம் விரைவில் முடிகிறது. அன்லிமிடெட் 5G டேட்டா, அன்லிமிடெட் வாய்ஸ் அழைப்புகள் மற்றும் ஒரு நாளைக்கு 2 GB டேட்டாவை 28 நாட்களுக்கு அனுபவிக்க Rs.349 உடன் ரீசார்ஜ் செய்யுங்கள். ஜியோவின் 9வது ஆண்டு விழா சலுகையின் ஒரு பகுதியாக ஒப்பிடமுடியாத வெகுமதிகளையும் பெறுங்கள் - ஜியோ கோல்டில் 2% கூடுதல், AJIO, Reliance Digital & EaseMyTrip இலிருந்து பிரத்யேக கூப்பன்கள், மேலும் JioHotstar, Zomato Gold, JioSaavn & Netmeds ஆகியவற்றிற்கான ப்ரீமியம் சந்தாக்கள். சீக்கிரம், குறுகிய கால சலுகை",unknown
2025-09-18 14:23:43,JZ-JIOPAY-S,debit,299,Other,Other,"தற்போதைய ரீசார்ஜ் திட்டம் 19-Sep-25 14:19 Hrs அன்று முடிவடைகிறது!
Jio எண் : 9159377012
திட்டத்தின் பெயர்: Rs 299_28D_1.5GB/D
எந்தவித கூடுதல் கட்டணமும் இல்லாமல் MyJio ஐப் பயன்படுத்தி ரீசார்ஜ் செய்யுங்கள்.
ரீசார்ஜ் செய்ய - https://www.jio.com/dl/recharge_web",unknown
